Participant, Adaptor, Proportion, DV, IV, BaseSize, Setting, RT
4,orthogonal,2,size,SF,8,9.25,11.5474
4,orthogonal,2,size,SF,8,7.125,2.2875
4,orthogonal,2,size,SF,8,7.3125,4.6368
4,orthogonal,2,size,SF,8,9,4.2494
4,orthogonal,4,size,SF,8,6.9375,2.5999
4,orthogonal,4,size,SF,8,6.4375,1.7251
4,orthogonal,4,size,SF,8,6.25,3.2123
4,orthogonal,4,size,SF,8,5.6875,2.0126
4,orthogonal,0.25,size,SF,8,8,3.2747
4,orthogonal,0.25,size,SF,8,8,4.0246
4,orthogonal,0.25,size,SF,8,9.125,2.9374
4,orthogonal,0.25,size,SF,8,8.0625,1.9626
4,orthogonal,0.5,size,SF,8,6.5625,3.862
4,orthogonal,0.5,size,SF,8,9.3125,2.7874
4,orthogonal,0.5,size,SF,8,9.5,2.1251
4,orthogonal,0.5,size,SF,8,8.5625,1.5627
4,orthogonal,0.71,size,SF,8,8.5,4.3494
4,orthogonal,0.71,size,SF,8,9,4.2617
4,orthogonal,0.71,size,SF,8,10.0625,4.1245
4,orthogonal,0.71,size,SF,8,8.8125,2.7124
4,orthogonal,1,size,SF,8,8.8125,4.2994
4,orthogonal,1,size,SF,8,8.8125,4.3244
4,orthogonal,1,size,SF,8,8.6875,3.2872
4,orthogonal,1,size,SF,8,8.375,3.5622
4,orthogonal,1.41,size,SF,8,8.75,3.2998
4,orthogonal,1.41,size,SF,8,10.0625,1.2503
4,orthogonal,1.41,size,SF,8,8.8125,2.5624
4,orthogonal,1.41,size,SF,8,9.0625,1.8878
4,orthogonal,2,size,SF,8,9.6875,3.9881
4,orthogonal,2,size,SF,8,8.5625,4.3744
4,orthogonal,2,size,SF,8,9.8125,3.1123
4,orthogonal,2,size,SF,8,7.625,2.25
4,orthogonal,4,size,SF,8,5.1875,3.3497
4,orthogonal,4,size,SF,8,6.8125,2.0376
4,orthogonal,4,size,SF,8,5.875,3.1497
4,orthogonal,4,size,SF,8,7.9375,2.2375
4,orthogonal,0.25,SF,size,4,2.0806,6.0659
4,orthogonal,0.25,SF,size,4,3.4385,4.598
4,orthogonal,0.25,SF,size,4,4.0653,4.1383
4,orthogonal,0.25,SF,size,4,4.2391,2.8348
4,orthogonal,0.5,SF,size,4,3.7388,3.6781
4,orthogonal,0.5,SF,size,4,3.1623,3.0113
4,orthogonal,0.5,SF,size,4,3.8986,8.2038
4,orthogonal,0.5,SF,size,4,3.4385,2.9068
4,orthogonal,0.71,SF,size,4,4.6093,2.8975
4,orthogonal,0.71,SF,size,4,3.5855,2.1132
4,orthogonal,0.71,SF,size,4,4.4203,2.1275
4,orthogonal,0.71,SF,size,4,4.2391,3.674
4,orthogonal,1,SF,size,4,4.8064,4.0202
4,orthogonal,1,SF,size,4,3.1623,3.2487
4,orthogonal,1,SF,size,4,3.1623,3.8759
4,orthogonal,1,SF,size,4,4.4203,3.6659
4,orthogonal,1.41,SF,size,4,5.9255,2.9244
4,orthogonal,1.41,SF,size,4,6.443,2.2116
4,orthogonal,1.41,SF,size,4,5.9255,3.2064
4,orthogonal,1.41,SF,size,4,2.789,2.914
4,orthogonal,2,SF,size,4,3.2975,6.4721
4,orthogonal,2,SF,size,4,5.0119,2.0133
4,orthogonal,2,SF,size,4,3.1623,4.5971
4,orthogonal,2,SF,size,4,3.5855,3.4983
4,orthogonal,4,SF,size,4,5.2261,2.9349
4,orthogonal,4,SF,size,4,4.4203,4.0204
4,orthogonal,4,SF,size,4,3.7388,3.8463
4,orthogonal,4,SF,size,4,3.2975,4.656
4,orthogonal,0.25,SF,size,4,2.6747,6.0478
4,orthogonal,0.25,SF,size,4,4.4203,6.6794
4,orthogonal,0.25,SF,size,4,1.4274,7.2627
4,orthogonal,0.25,SF,size,4,2.789,7.9004
4,orthogonal,0.5,SF,size,4,3.1623,6.3448
4,orthogonal,0.5,SF,size,4,4.0653,4.5228
4,orthogonal,0.5,SF,size,4,4.4203,4.2111
4,orthogonal,0.5,SF,size,4,3.0326,3.8455
4,orthogonal,0.71,SF,size,4,3.0326,1.9585
4,orthogonal,0.71,SF,size,4,3.4385,3.3502
4,orthogonal,0.71,SF,size,4,3.8986,3.6598
4,orthogonal,0.71,SF,size,4,3.4385,4.3547
4,orthogonal,1,SF,size,4,4.2391,8.2611
4,orthogonal,1,SF,size,4,5.2261,4.4694
4,orthogonal,1,SF,size,4,5.2261,3.8558
4,orthogonal,1,SF,size,4,4.6093,3.5778
4,orthogonal,1.41,SF,size,4,5.6826,4.4414
4,orthogonal,1.41,SF,size,4,4.2391,2.8632
4,orthogonal,1.41,SF,size,4,2.789,4.4465
4,orthogonal,1.41,SF,size,4,4.8064,4.8818
4,orthogonal,2,SF,size,4,3.4385,3.4905
4,orthogonal,2,SF,size,4,3.4385,5.6422
4,orthogonal,2,SF,size,4,2.565,5.3381
4,orthogonal,2,SF,size,4,3.5855,3.7471
4,orthogonal,4,SF,size,4,3.8986,0.93097
4,orthogonal,4,SF,size,4,4.2391,4.5463
4,orthogonal,4,SF,size,4,5.2261,3.6552
4,orthogonal,4,SF,size,4,4.0653,3.3248
4,orthogonal,0.25,SF,size,8,2.0806,3.6697
4,orthogonal,0.25,SF,size,8,4.2391,4.5406
4,orthogonal,0.25,SF,size,8,3.1623,4.7987
4,orthogonal,0.25,SF,size,8,2.0806,3.9016
4,orthogonal,0.5,SF,size,8,1.835,5.803
4,orthogonal,0.5,SF,size,8,4.8064,3.9517
4,orthogonal,0.5,SF,size,8,3.7388,3.3998
4,orthogonal,0.5,SF,size,8,3.4385,6.7824
4,orthogonal,0.71,SF,size,8,3.5855,2.675
4,orthogonal,0.71,SF,size,8,3.7388,4.5839
4,orthogonal,0.71,SF,size,8,3.5855,5.0991
4,orthogonal,0.71,SF,size,8,4.0653,4.4722
4,orthogonal,1,SF,size,8,4.2391,3.766
4,orthogonal,1,SF,size,8,2.789,5.6273
4,orthogonal,1,SF,size,8,3.1623,1.6498
4,orthogonal,1,SF,size,8,3.7388,7.1334
4,orthogonal,1.41,SF,size,8,4.2391,3.8711
4,orthogonal,1.41,SF,size,8,4.2391,5.9457
4,orthogonal,1.41,SF,size,8,4.4203,3.718
4,orthogonal,1.41,SF,size,8,2.6747,6.0864
4,orthogonal,2,SF,size,8,2.4599,4.7449
4,orthogonal,2,SF,size,8,3.0326,4.0754
4,orthogonal,2,SF,size,8,4.0653,2.2695
4,orthogonal,2,SF,size,8,4.4203,3.2423
4,orthogonal,4,SF,size,8,4.4203,2.4843
4,orthogonal,4,SF,size,8,3.5855,5.076
4,orthogonal,4,SF,size,8,3.4385,3.9152
4,orthogonal,4,SF,size,8,2.359,4.0371
4,orthogonal,0.25,SF,size,8,2.359,5.482
4,orthogonal,0.25,SF,size,8,1.7598,4.7247
4,orthogonal,0.25,SF,size,8,2.2623,5.6367
4,orthogonal,0.25,SF,size,8,4.4203,5.7399
4,orthogonal,0.5,SF,size,8,3.5855,3.5135
4,orthogonal,0.5,SF,size,8,2.789,8.6626
4,orthogonal,0.5,SF,size,8,3.7388,4.4
4,orthogonal,0.5,SF,size,8,2.565,4.3173
4,orthogonal,0.71,SF,size,8,3.1623,4.2909
4,orthogonal,0.71,SF,size,8,3.1623,7.1433
4,orthogonal,0.71,SF,size,8,2.789,11.7807
4,orthogonal,0.71,SF,size,8,2.9083,3.4662
4,orthogonal,1,SF,size,8,3.2975,6.1208
4,orthogonal,1,SF,size,8,3.2975,5.746
4,orthogonal,1,SF,size,8,3.8986,2.9454
4,orthogonal,1,SF,size,8,4.0653,6.982
4,orthogonal,1.41,SF,size,8,4.2391,5.2233
4,orthogonal,1.41,SF,size,8,5.0119,4.8712
4,orthogonal,1.41,SF,size,8,3.4385,4.434
4,orthogonal,1.41,SF,size,8,3.2975,3.5124
4,orthogonal,2,SF,size,8,3.7388,3.9675
4,orthogonal,2,SF,size,8,3.2975,6.6431
4,orthogonal,2,SF,size,8,2.789,4.4125
4,orthogonal,2,SF,size,8,4.6093,5.6844
4,orthogonal,4,SF,size,8,5.2261,4.8771
4,orthogonal,4,SF,size,8,3.8986,6.737
4,orthogonal,4,SF,size,8,3.4385,6.0411
4,orthogonal,4,SF,size,8,3.0326,4.0677
4,orthogonal,0.25,SF,SF,4,0.82829,3.7164
4,orthogonal,0.25,SF,SF,4,0.67185,0.89889
4,orthogonal,0.25,SF,SF,4,0.50119,2.417
4,orthogonal,0.25,SF,SF,4,0.90063,4.6419
4,orthogonal,0.5,SF,SF,4,1.9135,4.5474
4,orthogonal,0.5,SF,SF,4,2.2623,6.0476
4,orthogonal,0.5,SF,SF,4,1.9135,2.3855
4,orthogonal,0.5,SF,SF,4,1.6184,4.3386
4,orthogonal,0.71,SF,SF,4,1.7598,2.8605
4,orthogonal,0.71,SF,SF,4,1.9135,4.1555
4,orthogonal,0.71,SF,SF,4,2.9083,3.6389
4,orthogonal,0.71,SF,SF,4,2.565,3.7747
4,orthogonal,1,SF,SF,4,5.4496,3.4162
4,orthogonal,1,SF,SF,4,4.0653,4.6065
4,orthogonal,1,SF,SF,4,3.0326,4.5319
4,orthogonal,1,SF,SF,4,6.1789,2.6246
4,orthogonal,1.41,SF,SF,4,6.443,2.3953
4,orthogonal,1.41,SF,SF,4,5.9255,5.7002
4,orthogonal,1.41,SF,SF,4,6.1789,3.6382
4,orthogonal,1.41,SF,SF,4,9.0063,0.98973
4,orthogonal,2,SF,SF,4,11.1034,2.6103
4,orthogonal,2,SF,SF,4,9.3913,0.94791
4,orthogonal,2,SF,SF,4,7.0057,2.6423
4,orthogonal,2,SF,SF,4,6.7185,3.6338
4,orthogonal,4,SF,SF,4,13.1275,3.5446
4,orthogonal,4,SF,SF,4,14.8843,3.097
4,orthogonal,4,SF,SF,4,22.6228,1.0908
4,orthogonal,4,SF,SF,4,16.8761,2.7879
4,orthogonal,0.25,SF,SF,4,0.56826,6.1898
4,orthogonal,0.25,SF,SF,4,1.0212,6.4036
4,orthogonal,0.25,SF,SF,4,0.82829,2.542
4,orthogonal,0.25,SF,SF,4,0.90063,4.4192
4,orthogonal,0.5,SF,SF,4,2.359,5.4608
4,orthogonal,0.5,SF,SF,4,1.835,3.1456
4,orthogonal,0.5,SF,SF,4,1.4274,3.0228
4,orthogonal,0.5,SF,SF,4,1.9953,3.8289
4,orthogonal,0.71,SF,SF,4,2.9083,0.82342
4,orthogonal,0.71,SF,SF,4,2.1695,5.9654
4,orthogonal,0.71,SF,SF,4,2.2623,7.3519
4,orthogonal,0.71,SF,SF,4,2.2623,3.3866
4,orthogonal,1,SF,SF,4,3.2975,3.178
4,orthogonal,1,SF,SF,4,4.2391,1.9468
4,orthogonal,1,SF,SF,4,3.2975,4.5886
4,orthogonal,1,SF,SF,4,4.2391,1.0221
4,orthogonal,1.41,SF,SF,4,10.2115,5.1092
4,orthogonal,1.41,SF,SF,4,6.443,1.3143
4,orthogonal,1.41,SF,SF,4,5.2261,3.5973
4,orthogonal,1.41,SF,SF,4,7.3053,5.8901
4,orthogonal,2,SF,SF,4,10.6481,2.5947
4,orthogonal,2,SF,SF,4,6.1789,6.7831
4,orthogonal,2,SF,SF,4,7.3053,3.2026
4,orthogonal,2,SF,SF,4,7.0057,3.0759
4,orthogonal,4,SF,SF,4,16.1842,3.9241
4,orthogonal,4,SF,SF,4,14.8843,6.2279
4,orthogonal,4,SF,SF,4,19.1345,1.6993
4,orthogonal,4,SF,SF,4,9.0063,10.7451
4,orthogonal,0.25,SF,SF,8,0.90063,4.0477
4,orthogonal,0.25,SF,SF,8,0.73053,5.1013
4,orthogonal,0.25,SF,SF,8,1.2073,6.1083
4,orthogonal,0.25,SF,SF,8,1.0212,5.6318
4,orthogonal,0.5,SF,SF,8,1.835,7.0031
4,orthogonal,0.5,SF,SF,8,1.4274,5.3039
4,orthogonal,0.5,SF,SF,8,1.1103,8.4933
4,orthogonal,0.5,SF,SF,8,1.6876,5.8387
4,orthogonal,0.71,SF,SF,8,3.1623,5.6699
4,orthogonal,0.71,SF,SF,8,4.2391,4.3843
4,orthogonal,0.71,SF,SF,8,1.9135,4.6593
4,orthogonal,0.71,SF,SF,8,2.359,4.2983
4,orthogonal,1,SF,SF,8,3.1623,4.2211
4,orthogonal,1,SF,SF,8,4.0653,4.7037
4,orthogonal,1,SF,SF,8,3.1623,3.6807
4,orthogonal,1,SF,SF,8,3.7388,0.93666
4,orthogonal,1.41,SF,SF,8,4.0653,2.1338
4,orthogonal,1.41,SF,SF,8,5.0119,4.1126
4,orthogonal,1.41,SF,SF,8,6.1789,3.6872
4,orthogonal,1.41,SF,SF,8,3.5855,4.5566
4,orthogonal,2,SF,SF,8,5.4496,2.3884
4,orthogonal,2,SF,SF,8,9.0063,4.3582
4,orthogonal,2,SF,SF,8,6.1789,3.9981
4,orthogonal,2,SF,SF,8,7.0057,6.5461
4,orthogonal,4,SF,SF,8,14.8843,3.4076
4,orthogonal,4,SF,SF,8,17.5976,2.1731
4,orthogonal,4,SF,SF,8,19.1345,5.3065
4,orthogonal,4,SF,SF,8,17.5976,7.7969
4,orthogonal,0.25,SF,SF,8,1.1103,5.2174
4,orthogonal,0.25,SF,SF,8,0.73053,6.0598
4,orthogonal,0.25,SF,SF,8,1.1103,2.8438
4,orthogonal,0.25,SF,SF,8,0.52261,6.1614
4,orthogonal,0.5,SF,SF,8,1.2073,4.1427
4,orthogonal,0.5,SF,SF,8,1.4274,3.4528
4,orthogonal,0.5,SF,SF,8,1.4884,3.8934
4,orthogonal,0.5,SF,SF,8,1.9953,7.6019
4,orthogonal,0.71,SF,SF,8,1.835,2.1217
4,orthogonal,0.71,SF,SF,8,3.1623,4.0786
4,orthogonal,0.71,SF,SF,8,1.7598,1.7797
4,orthogonal,0.71,SF,SF,8,2.0806,1.8231
4,orthogonal,1,SF,SF,8,3.0326,1.7821
4,orthogonal,1,SF,SF,8,2.6747,4.085
4,orthogonal,1,SF,SF,8,5.0119,5.706
4,orthogonal,1,SF,SF,8,2.565,4.0307
4,orthogonal,1.41,SF,SF,8,7.0057,0.99967
4,orthogonal,1.41,SF,SF,8,4.2391,3.0187
4,orthogonal,1.41,SF,SF,8,3.7388,4.2599
4,orthogonal,1.41,SF,SF,8,6.443,3.1145
4,orthogonal,2,SF,SF,8,9.0063,3.2503
4,orthogonal,2,SF,SF,8,9.3913,1.3268
4,orthogonal,2,SF,SF,8,7.3053,3.641
4,orthogonal,2,SF,SF,8,11.5781,9.2952
4,orthogonal,4,SF,SF,8,19.9526,2.6345
4,orthogonal,4,SF,SF,8,26.7469,1.8766
4,orthogonal,4,SF,SF,8,18.35,7.9583
4,orthogonal,4,SF,SF,8,19.9526,20.0325
5,baseline,0.25,size,size,4,1.375,1.7126
5,baseline,0.25,size,size,4,0.8125,1.0379
5,baseline,0.25,size,size,4,1.4375,1.6626
5,baseline,0.25,size,size,4,1.125,1.7751
5,baseline,0.5,size,size,4,2.1875,1.5621
5,baseline,0.5,size,size,4,2.9375,2.1376
5,baseline,0.5,size,size,4,1.9375,2.5749
5,baseline,0.5,size,size,4,1.9375,2.35
5,baseline,0.71,size,size,4,2.75,2.475
5,baseline,0.71,size,size,4,3.75,3.0997
5,baseline,0.71,size,size,4,4.375,1.7501
5,baseline,0.71,size,size,4,3.5,1.9376
5,baseline,1,size,size,4,5.25,1.2753
5,baseline,1,size,size,4,5.3125,1.2753
5,baseline,1,size,size,4,5.4375,1.5127
5,baseline,1,size,size,4,4.25,2.8749
5,baseline,1.41,size,size,4,7.5625,2.2
5,baseline,1.41,size,size,4,7.125,1.8751
5,baseline,1.41,size,size,4,6.75,1.9
5,baseline,1.41,size,size,4,8.5,1.9626
5,baseline,2,size,size,4,8.5625,2.2875
5,baseline,2,size,size,4,9.4375,2.5374
5,baseline,2,size,size,4,10,2.125
5,baseline,2,size,size,4,9.375,1.2003
5,baseline,4,size,size,4,14.5,1.6752
5,baseline,4,size,size,4,13,2.3249
5,baseline,4,size,size,4,15.5625,1.9376
5,baseline,4,size,size,4,14,1.8002
5,baseline,0.25,size,size,4,0.9375,2.8748
5,baseline,0.25,size,size,4,1.25,1.3252
5,baseline,0.25,size,size,4,2.0625,1.4752
5,baseline,0.25,size,size,4,1.6875,1.6002
5,baseline,0.5,size,size,4,2.1875,1.8877
5,baseline,0.5,size,size,4,3,1.9251
5,baseline,0.5,size,size,4,3.125,3.5997
5,baseline,0.5,size,size,4,3.3125,1.5377
5,baseline,0.71,size,size,4,4.125,2.2875
5,baseline,0.71,size,size,4,3.8125,2.05
5,baseline,0.71,size,size,4,2.625,2.0876
5,baseline,0.71,size,size,4,3.0625,1.5002
5,baseline,1,size,size,4,5.125,1.7128
5,baseline,1,size,size,4,4.25,2.025
5,baseline,1,size,size,4,5.25,1.7251
5,baseline,1,size,size,4,4.25,3.7995
5,baseline,1.41,size,size,4,7.5625,1.2753
5,baseline,1.41,size,size,4,7.625,1.8626
5,baseline,1.41,size,size,4,6.0625,1.9501
5,baseline,1.41,size,size,4,7.125,2.0376
5,baseline,2,size,size,4,9.0625,1.3752
5,baseline,2,size,size,4,9.4375,1.8126
5,baseline,2,size,size,4,8.25,2.375
5,baseline,2,size,size,4,9.9375,2.4
5,baseline,4,size,size,4,15.1875,1.8377
5,baseline,4,size,size,4,14.9375,1.8126
5,baseline,4,size,size,4,14.8125,2.0875
5,baseline,4,size,size,4,13.8125,1.5377
5,baseline,0.25,size,size,8,2.25,3.4372
5,baseline,0.25,size,size,8,2.375,2.4249
5,baseline,0.25,size,size,8,2.6875,2.3625
5,baseline,0.25,size,size,8,2.6875,1.9876
5,baseline,0.5,size,size,8,5,2.5124
5,baseline,0.5,size,size,8,7.25,2.275
5,baseline,0.5,size,size,8,6.25,2.3125
5,baseline,0.5,size,size,8,6.5625,1.9626
5,baseline,0.71,size,size,8,7.4375,2.7749
5,baseline,0.71,size,size,8,6.6875,2.8874
5,baseline,0.71,size,size,8,7.875,1.7252
5,baseline,0.71,size,size,8,7.5,2.1376
5,baseline,1,size,size,8,9.25,2.6375
5,baseline,1,size,size,8,11.5,2.8873
5,baseline,1,size,size,8,9.1875,2.55
5,baseline,1,size,size,8,10.125,2.0001
5,baseline,1.41,size,size,8,10.4375,2.6498
5,baseline,1.41,size,size,8,18.5625,3.3997
5,baseline,1.41,size,size,8,16.5,2.8249
5,baseline,1.41,size,size,8,15.625,2.0375
5,baseline,2,size,size,8,19.875,2.6874
5,baseline,2,size,size,8,18.875,2.6249
5,baseline,2,size,size,8,17.625,2.5749
5,baseline,2,size,size,8,16.9375,2.0625
5,baseline,4,size,size,8,38,1.8126
5,baseline,4,size,size,8,32.8125,1.5252
5,baseline,4,size,size,8,31.0625,3.4997
5,baseline,4,size,size,8,28.5,4.6243
5,baseline,0.25,size,size,8,3,1.6501
5,baseline,0.25,size,size,8,2.125,1.7001
5,baseline,0.25,size,size,8,2.125,2.9248
5,baseline,0.25,size,size,8,3.25,1.8751
5,baseline,0.5,size,size,8,7.1875,2.0249
5,baseline,0.5,size,size,8,5.8125,1.9751
5,baseline,0.5,size,size,8,6.1875,1.3379
5,baseline,0.5,size,size,8,7,2.3
5,baseline,0.71,size,size,8,7.9375,1.9625
5,baseline,0.71,size,size,8,8.75,2.2375
5,baseline,0.71,size,size,8,7.25,2.3375
5,baseline,0.71,size,size,8,6.3125,1.7626
5,baseline,1,size,size,8,11.125,1.9375
5,baseline,1,size,size,8,9.4375,1.3377
5,baseline,1,size,size,8,9.1875,2.9248
5,baseline,1,size,size,8,10.375,1.3877
5,baseline,1.41,size,size,8,12.8125,2.0262
5,baseline,1.41,size,size,8,13.9375,4.062
5,baseline,1.41,size,size,8,14.1875,2.8499
5,baseline,1.41,size,size,8,12.6875,4.087
5,baseline,2,size,size,8,16.75,1.7501
5,baseline,2,size,size,8,18.5,2.8124
5,baseline,2,size,size,8,18.875,1.3752
5,baseline,2,size,size,8,21.25,2.5374
5,baseline,4,size,size,8,31.875,1.4127
5,baseline,4,size,size,8,32.1875,2.8748
5,baseline,4,size,size,8,28.1875,2.15
5,baseline,4,size,size,8,29.9375,2.2252
5,baseline,0.25,size,SF,4,4.5,2.3625
5,baseline,0.25,size,SF,4,7.375,1.4252
5,baseline,0.25,size,SF,4,7,1.9251
5,baseline,0.25,size,SF,4,7.5625,1.6877
5,baseline,0.5,size,SF,4,4.6875,2.4749
5,baseline,0.5,size,SF,4,6.5625,1.5752
5,baseline,0.5,size,SF,4,7.3125,2.275
5,baseline,0.5,size,SF,4,6.875,2.0126
5,baseline,0.71,size,SF,4,5.0625,1.9251
5,baseline,0.71,size,SF,4,6.6875,1.6502
5,baseline,0.71,size,SF,4,6.625,2.0501
5,baseline,0.71,size,SF,4,6.5625,1.4378
5,baseline,1,size,SF,4,5.5625,2.325
5,baseline,1,size,SF,4,7,1.5498
5,baseline,1,size,SF,4,6.1875,2.175
5,baseline,1,size,SF,4,7.1875,1.6626
5,baseline,1.41,size,SF,4,6.1875,3.2622
5,baseline,1.41,size,SF,4,6.6875,2.4124
5,baseline,1.41,size,SF,4,6.25,2.0012
5,baseline,1.41,size,SF,4,6.125,2.0501
5,baseline,2,size,SF,4,5.8125,2.2001
5,baseline,2,size,SF,4,6.8125,1.8251
5,baseline,2,size,SF,4,6.25,1.2003
5,baseline,2,size,SF,4,5.625,2.0376
5,baseline,4,size,SF,4,6.25,2.1126
5,baseline,4,size,SF,4,6.5,1.3254
5,baseline,4,size,SF,4,6.5625,1.9875
5,baseline,4,size,SF,4,5.4375,2.1626
5,baseline,0.25,size,SF,4,4.375,2.325
5,baseline,0.25,size,SF,4,5.3125,1.5877
5,baseline,0.25,size,SF,4,7.5,1.3752
5,baseline,0.25,size,SF,4,4.6875,1.7377
5,baseline,0.5,size,SF,4,4.8125,1.4752
5,baseline,0.5,size,SF,4,5,1.2003
5,baseline,0.5,size,SF,4,6.1875,2.55
5,baseline,0.5,size,SF,4,6.5625,1.4253
5,baseline,0.71,size,SF,4,4.4375,1.7378
5,baseline,0.71,size,SF,4,5.375,2.0625
5,baseline,0.71,size,SF,4,6.25,2.0125
5,baseline,0.71,size,SF,4,6.5625,2.0126
5,baseline,1,size,SF,4,4.25,1.8876
5,baseline,1,size,SF,4,4.6875,2.0001
5,baseline,1,size,SF,4,5.1875,2.4249
5,baseline,1,size,SF,4,6.6875,1.7002
5,baseline,1.41,size,SF,4,4.1875,1.3502
5,baseline,1.41,size,SF,4,4.875,1.4628
5,baseline,1.41,size,SF,4,6.125,2.0375
5,baseline,1.41,size,SF,4,5.3125,1.7126
5,baseline,2,size,SF,4,4.1875,1.1869
5,baseline,2,size,SF,4,5.125,2.0876
5,baseline,2,size,SF,4,5,1.6501
5,baseline,2,size,SF,4,5.6875,1.9626
5,baseline,4,size,SF,4,4.25,1.9251
5,baseline,4,size,SF,4,4.375,3.2997
5,baseline,4,size,SF,4,5.25,2.3874
5,baseline,4,size,SF,4,6.75,1.8501
5,baseline,0.25,size,SF,8,9.375,5.7114
5,baseline,0.25,size,SF,8,9.625,1.9003
5,baseline,0.25,size,SF,8,10.4375,3.5246
5,baseline,0.25,size,SF,8,11.6875,2.6499
5,baseline,0.5,size,SF,8,8.8125,2.5124
5,baseline,0.5,size,SF,8,10.0625,5.3242
5,baseline,0.5,size,SF,8,9.8125,2.9249
5,baseline,0.5,size,SF,8,8.8125,2.35
5,baseline,0.71,size,SF,8,11.1875,2.4375
5,baseline,0.71,size,SF,8,9.625,4.3619
5,baseline,0.71,size,SF,8,10,4.4369
5,baseline,0.71,size,SF,8,8.875,1.5004
5,baseline,1,size,SF,8,9.8125,1.6002
5,baseline,1,size,SF,8,8.1875,3.9495
5,baseline,1,size,SF,8,10.375,2.4124
5,baseline,1,size,SF,8,10.4375,4.7493
5,baseline,1.41,size,SF,8,9.6875,3.5746
5,baseline,1.41,size,SF,8,9.75,3.1624
5,baseline,1.41,size,SF,8,10.5625,4.2869
5,baseline,1.41,size,SF,8,10.125,5.5865
5,baseline,2,size,SF,8,10.4375,3.1249
5,baseline,2,size,SF,8,9.1875,4.9493
5,baseline,2,size,SF,8,11.875,3.7372
5,baseline,2,size,SF,8,12.0625,3.0123
5,baseline,4,size,SF,8,7.5625,3.0998
5,baseline,4,size,SF,8,10.25,3.6374
5,baseline,4,size,SF,8,10.5,3.5747
5,baseline,4,size,SF,8,6.9375,2.1752
5,baseline,0.25,size,SF,8,8.875,2.4624
5,baseline,0.25,size,SF,8,8.5,3.0748
5,baseline,0.25,size,SF,8,10.6875,2.6499
5,baseline,0.25,size,SF,8,11.4375,2.0126
5,baseline,0.5,size,SF,8,8,3.4122
5,baseline,0.5,size,SF,8,8.75,2.1625
5,baseline,0.5,size,SF,8,9.25,2.1875
5,baseline,0.5,size,SF,8,12.5,2.2001
5,baseline,0.71,size,SF,8,9.6875,3.0499
5,baseline,0.71,size,SF,8,9.125,4.3244
5,baseline,0.71,size,SF,8,8.6875,4.2994
5,baseline,0.71,size,SF,8,9.625,2.9748
5,baseline,1,size,SF,8,8.75,2.35
5,baseline,1,size,SF,8,8.375,3.7495
5,baseline,1,size,SF,8,8.5625,4.0995
5,baseline,1,size,SF,8,11.875,2.1751
5,baseline,1.41,size,SF,8,9.3125,1.8626
5,baseline,1.41,size,SF,8,8.8125,2.6499
5,baseline,1.41,size,SF,8,9.3125,3.1498
5,baseline,1.41,size,SF,8,9.5625,2.9123
5,baseline,2,size,SF,8,9.8125,2.687
5,baseline,2,size,SF,8,9.375,2.6124
5,baseline,2,size,SF,8,11.875,2.3125
5,baseline,2,size,SF,8,9.1875,3.7871
5,baseline,4,size,SF,8,8.4375,2.2374
5,baseline,4,size,SF,8,7.1875,3.8746
5,baseline,4,size,SF,8,8.75,3.3747
5,baseline,4,size,SF,8,11.8125,2.5499
5,baseline,0.25,SF,size,4,1.1578,2.1406
5,baseline,0.25,SF,size,4,3.2975,1.4038
5,baseline,0.25,SF,size,4,2.359,2.3633
5,baseline,0.25,SF,size,4,1.3689,1.513
5,baseline,0.5,SF,size,4,5.0119,4.2947
5,baseline,0.5,SF,size,4,6.443,2.4488
5,baseline,0.5,SF,size,4,4.6093,4.2415
5,baseline,0.5,SF,size,4,3.8986,4.0806
5,baseline,0.71,SF,size,4,4.8064,3.5862
5,baseline,0.71,SF,size,4,4.8064,4.5997
5,baseline,0.71,SF,size,4,6.1789,4.6185
5,baseline,0.71,SF,size,4,5.4496,4.2696
5,baseline,1,SF,size,4,4.0653,2.2038
5,baseline,1,SF,size,4,4.6093,3.1018
5,baseline,1,SF,size,4,4.4203,4.2605
5,baseline,1,SF,size,4,5.2261,4.4228
5,baseline,1.41,SF,size,4,5.4496,2.7095
5,baseline,1.41,SF,size,4,4.6093,2.1905
5,baseline,1.41,SF,size,4,4.2391,3.029
5,baseline,1.41,SF,size,4,3.5855,3.6207
5,baseline,2,SF,size,4,3.4385,2.9406
5,baseline,2,SF,size,4,4.4203,2.4452
5,baseline,2,SF,size,4,5.6826,3.4186
5,baseline,2,SF,size,4,4.2391,4.4964
5,baseline,4,SF,size,4,4.8064,3.3093
5,baseline,4,SF,size,4,3.0326,3.0303
5,baseline,4,SF,size,4,4.2391,3.6846
5,baseline,4,SF,size,4,4.8064,3.2426
5,baseline,0.25,SF,size,4,2.2623,2.4905
5,baseline,0.25,SF,size,4,2.2623,4.9235
5,baseline,0.25,SF,size,4,1.6876,2.3864
5,baseline,0.25,SF,size,4,4.0653,2.9461
5,baseline,0.5,SF,size,4,5.4496,2.3668
5,baseline,0.5,SF,size,4,4.2391,4.3251
5,baseline,0.5,SF,size,4,4.8064,4.6785
5,baseline,0.5,SF,size,4,5.2261,3.8676
5,baseline,0.71,SF,size,4,5.2261,2.5263
5,baseline,0.71,SF,size,4,5.4496,3.1966
5,baseline,0.71,SF,size,4,5.9255,2.2677
