Participant, Adaptor, Proportion, DV, IV, BaseSize, Setting, RT
2,parallel,0.71,SF,SF,4,3.1623,5.8554
2,parallel,0.71,SF,SF,4,2.789,2.5113
2,parallel,0.71,SF,SF,4,3.2975,5.3496
2,parallel,0.71,SF,SF,4,2.2623,1.8951
2,parallel,1,SF,SF,4,2.6747,3.3836
2,parallel,1,SF,SF,4,5.4496,3.1819
2,parallel,1,SF,SF,4,3.1623,1.8296
2,parallel,1,SF,SF,4,5.0119,2.8366
2,parallel,1.41,SF,SF,4,7.0057,3.1302
2,parallel,1.41,SF,SF,4,7.6176,3.2927
2,parallel,1.41,SF,SF,4,7.0057,5.3401
2,parallel,1.41,SF,SF,4,4.8064,4.6571
2,parallel,2,SF,SF,4,5.0119,5.1649
2,parallel,2,SF,SF,4,10.6481,3.396
2,parallel,2,SF,SF,4,11.5781,1.6512
2,parallel,2,SF,SF,4,12.0731,3.0643
2,parallel,4,SF,SF,4,15.5206,2.5828
2,parallel,4,SF,SF,4,16.8761,5.2798
2,parallel,4,SF,SF,4,17.5976,2.6545
2,parallel,4,SF,SF,4,19.1345,0.998
2,parallel,0.25,SF,SF,4,0.93913,3.7822
2,parallel,0.25,SF,SF,4,1.0212,2.61
2,parallel,0.25,SF,SF,4,0.90063,3.8531
2,parallel,0.25,SF,SF,4,1.0212,2.7951
2,parallel,0.5,SF,SF,4,1.6876,2.6244
2,parallel,0.5,SF,SF,4,1.3689,3.4475
2,parallel,0.5,SF,SF,4,1.6184,4.2898
2,parallel,0.5,SF,SF,4,1.6184,2.7828
2,parallel,0.71,SF,SF,4,2.4599,5.5349
2,parallel,0.71,SF,SF,4,2.789,3.5979
2,parallel,0.71,SF,SF,4,3.4385,3.6338
2,parallel,0.71,SF,SF,4,2.359,2.2633
2,parallel,1,SF,SF,4,4.6093,5.9904
2,parallel,1,SF,SF,4,2.789,2.819
2,parallel,1,SF,SF,4,3.1623,3.6539
2,parallel,1,SF,SF,4,5.4496,2.226
2,parallel,1.41,SF,SF,4,7.9433,4.7334
2,parallel,1.41,SF,SF,4,6.1789,1.9624
2,parallel,1.41,SF,SF,4,7.9433,1.2913
2,parallel,1.41,SF,SF,4,7.0057,2.6701
2,parallel,2,SF,SF,4,9.0063,2.8553
2,parallel,2,SF,SF,4,10.6481,4.3109
2,parallel,2,SF,SF,4,10.2115,1.8359
2,parallel,2,SF,SF,4,9.3913,1.6544
2,parallel,4,SF,SF,4,16.1842,2.3036
2,parallel,4,SF,SF,4,16.8761,1.0229
2,parallel,4,SF,SF,4,16.1842,2.9647
2,parallel,4,SF,SF,4,14.274,3.7685
2,parallel,0.25,SF,SF,8,1.5521,6.831
2,parallel,0.25,SF,SF,8,0.82829,3.0205
2,parallel,0.25,SF,SF,8,1.5521,3.716
2,parallel,0.25,SF,SF,8,0.93913,3.6368
2,parallel,0.5,SF,SF,8,1.3689,2.967
2,parallel,0.5,SF,SF,8,2.9083,3.3525
2,parallel,0.5,SF,SF,8,1.9953,2.8653
2,parallel,0.5,SF,SF,8,3.1623,2.9599
2,parallel,0.71,SF,SF,8,2.6747,2.9517
2,parallel,0.71,SF,SF,8,1.835,1.5091
2,parallel,0.71,SF,SF,8,2.359,3.5095
2,parallel,0.71,SF,SF,8,1.7598,2.6889
2,parallel,1,SF,SF,8,3.7388,1.9906
2,parallel,1,SF,SF,8,5.0119,3.3873
2,parallel,1,SF,SF,8,4.4203,4.0958
2,parallel,1,SF,SF,8,5.0119,2.5639
2,parallel,1.41,SF,SF,8,6.443,4.2118
2,parallel,1.41,SF,SF,8,9.3913,2.6498
2,parallel,1.41,SF,SF,8,9.3913,3.3429
2,parallel,1.41,SF,SF,8,4.4203,4.0432
2,parallel,2,SF,SF,8,9.3913,4.5905
2,parallel,2,SF,SF,8,6.7185,3.4769
2,parallel,2,SF,SF,8,7.3053,5.9672
2,parallel,2,SF,SF,8,9.0063,4.7955
2,parallel,4,SF,SF,8,14.274,5.2585
2,parallel,4,SF,SF,8,12.0731,2.8784
2,parallel,4,SF,SF,8,9.7928,4.6602
2,parallel,4,SF,SF,8,21.6952,1.8929
2,parallel,0.25,SF,SF,8,1.4274,3.5796
2,parallel,0.25,SF,SF,8,0.67185,1.4683
2,parallel,0.25,SF,SF,8,0.73053,1.0882
2,parallel,0.25,SF,SF,8,1.0212,3.1071
2,parallel,0.5,SF,SF,8,1.4274,1.5824
2,parallel,0.5,SF,SF,8,1.5521,1.5519
2,parallel,0.5,SF,SF,8,1.2589,3.5368
2,parallel,0.5,SF,SF,8,1.4274,3.7772
2,parallel,0.71,SF,SF,8,2.565,2.6257
2,parallel,0.71,SF,SF,8,2.0806,1.8991
2,parallel,0.71,SF,SF,8,3.5855,1.4662
2,parallel,0.71,SF,SF,8,3.1623,4.575
2,parallel,1,SF,SF,8,2.9083,2.5524
2,parallel,1,SF,SF,8,4.0653,4.1984
2,parallel,1,SF,SF,8,4.0653,1.1638
2,parallel,1,SF,SF,8,4.0653,3.3641
2,parallel,1.41,SF,SF,8,5.9255,2.5463
2,parallel,1.41,SF,SF,8,6.7185,3.1111
2,parallel,1.41,SF,SF,8,6.7185,2.4809
2,parallel,1.41,SF,SF,8,5.9255,4.1
2,parallel,2,SF,SF,8,5.4496,3.8817
2,parallel,2,SF,SF,8,8.637,3.0096
2,parallel,2,SF,SF,8,8.2829,1.901
2,parallel,2,SF,SF,8,6.1789,2.4975
2,parallel,4,SF,SF,8,24.5985,3.1451
2,parallel,4,SF,SF,8,14.274,4.1235
2,parallel,4,SF,SF,8,13.6887,4.9426
2,parallel,4,SF,SF,8,13.6887,4.7677
2,orthogonal,0.25,size,size,4,0.75,3.7246
2,orthogonal,0.25,size,size,4,0.75,2.7499
2,orthogonal,0.25,size,size,4,1.0625,3.0998
2,orthogonal,0.25,size,size,4,0.625,1.2754
2,orthogonal,0.5,size,size,4,2.125,2.1751
2,orthogonal,0.5,size,size,4,1.8125,1.7501
2,orthogonal,0.5,size,size,4,2,1.0253
2,orthogonal,0.5,size,size,4,2.0625,2.8998
2,orthogonal,0.71,size,size,4,2.5625,1.8751
2,orthogonal,0.71,size,size,4,3,2.2875
2,orthogonal,0.71,size,size,4,2.625,1.4502
2,orthogonal,0.71,size,size,4,3.3125,2.5374
2,orthogonal,1,size,size,4,5.75,1.3502
2,orthogonal,1,size,size,4,3.6875,2.4749
2,orthogonal,1,size,size,4,3.6875,2.5249
2,orthogonal,1,size,size,4,4.25,2.0001
2,orthogonal,1.41,size,size,4,6.625,1.7126
2,orthogonal,1.41,size,size,4,7.3125,1.9376
2,orthogonal,1.41,size,size,4,6.4375,1.4002
2,orthogonal,1.41,size,size,4,6.75,2.025
2,orthogonal,2,size,size,4,10.5,2.1144
2,orthogonal,2,size,size,4,9.3125,1.1503
2,orthogonal,2,size,size,4,9.3125,1.1753
2,orthogonal,2,size,size,4,7.375,2.05
2,orthogonal,4,size,size,4,16,1.9501
2,orthogonal,4,size,size,4,17.375,2.8498
2,orthogonal,4,size,size,4,15.875,3.4996
2,orthogonal,4,size,size,4,17.75,1.9251
2,orthogonal,0.25,size,size,4,0.75,2.8624
2,orthogonal,0.25,size,size,4,0.9375,2.5249
2,orthogonal,0.25,size,size,4,0.75,3.0998
2,orthogonal,0.25,size,size,4,0.9375,2.5374
2,orthogonal,0.5,size,size,4,1.75,3.6371
2,orthogonal,0.5,size,size,4,1.1875,3.1746
2,orthogonal,0.5,size,size,4,2,3.4247
2,orthogonal,0.5,size,size,4,1.625,2.425
2,orthogonal,0.71,size,size,4,2.625,2.8748
2,orthogonal,0.71,size,size,4,3.75,1.6252
2,orthogonal,0.71,size,size,4,3.125,1.7251
2,orthogonal,0.71,size,size,4,2.5,0.87541
2,orthogonal,1,size,size,4,4.5625,2.15
2,orthogonal,1,size,size,4,4.125,3.1497
2,orthogonal,1,size,size,4,4.25,2.35
2,orthogonal,1,size,size,4,4.4375,2.5247
2,orthogonal,1.41,size,size,4,5.25,3.0622
2,orthogonal,1.41,size,size,4,5.9375,1.2503
2,orthogonal,1.41,size,size,4,6.25,1.4127
2,orthogonal,1.41,size,size,4,4.4375,3.3122
2,orthogonal,2,size,size,4,8.75,1.9001
2,orthogonal,2,size,size,4,7.75,2.125
2,orthogonal,2,size,size,4,10.0625,1.1513
2,orthogonal,2,size,size,4,8.875,1.0378
2,orthogonal,4,size,size,4,16.5625,1.3502
2,orthogonal,4,size,size,4,18,1.4262
2,orthogonal,4,size,size,4,17.3125,2.0875
2,orthogonal,4,size,size,4,18.25,2.8748
2,orthogonal,0.25,size,size,8,1.8125,3.1623
2,orthogonal,0.25,size,size,8,2.25,2.3875
2,orthogonal,0.25,size,size,8,2.875,2.9873
2,orthogonal,0.25,size,size,8,1.5,2.6374
2,orthogonal,0.5,size,size,8,3.75,2.6876
2,orthogonal,0.5,size,size,8,3.125,1.6751
2,orthogonal,0.5,size,size,8,3,0.85035
2,orthogonal,0.5,size,size,8,3.3125,1.3252
2,orthogonal,0.71,size,size,8,5.5625,2.475
2,orthogonal,0.71,size,size,8,5.1875,1.5252
2,orthogonal,0.71,size,size,8,7.5625,3.2372
2,orthogonal,0.71,size,size,8,6.9375,2.0628
2,orthogonal,1,size,size,8,9.4375,1.5627
2,orthogonal,1,size,size,8,10.125,1.8127
2,orthogonal,1,size,size,8,10.875,2.0001
2,orthogonal,1,size,size,8,8.375,1.9376
2,orthogonal,1.41,size,size,8,18.0625,3.4122
2,orthogonal,1.41,size,size,8,16.75,1.3127
2,orthogonal,1.41,size,size,8,14.0625,1.5752
2,orthogonal,1.41,size,size,8,14.4375,1.5252
2,orthogonal,2,size,size,8,17.6875,1.9126
2,orthogonal,2,size,size,8,19.75,1.2378
2,orthogonal,2,size,size,8,17.8125,1.8378
2,orthogonal,2,size,size,8,16.9375,2.125
2,orthogonal,4,size,size,8,37.1875,3.4622
2,orthogonal,4,size,size,8,35.9375,2.0251
2,orthogonal,4,size,size,8,35.875,2.1626
2,orthogonal,4,size,size,8,37.125,1.3752
2,orthogonal,0.25,size,size,8,2.4375,2.15
2,orthogonal,0.25,size,size,8,3.1875,1.9752
2,orthogonal,0.25,size,size,8,3,1.2253
2,orthogonal,0.25,size,size,8,2,3.3997
2,orthogonal,0.5,size,size,8,2.8125,1.7377
2,orthogonal,0.5,size,size,8,3.75,1.2253
2,orthogonal,0.5,size,size,8,3.6875,2.7746
2,orthogonal,0.5,size,size,8,3.25,3.9995
2,orthogonal,0.71,size,size,8,5.375,1.8001
2,orthogonal,0.71,size,size,8,7.5625,3.1623
2,orthogonal,0.71,size,size,8,5.875,1.4502
2,orthogonal,0.71,size,size,8,7.625,2.2625
2,orthogonal,1,size,size,8,7.5625,2.7517
2,orthogonal,1,size,size,8,11.3125,1.0503
2,orthogonal,1,size,size,8,10.5,2.3625
2,orthogonal,1,size,size,8,9.125,1.6502
2,orthogonal,1.41,size,size,8,12.5625,1.3753
2,orthogonal,1.41,size,size,8,12.625,1.9501
2,orthogonal,1.41,size,size,8,11.5625,2.6249
2,orthogonal,1.41,size,size,8,12.3125,2.4
2,orthogonal,2,size,size,8,16.1875,1.9876
2,orthogonal,2,size,size,8,18,2.075
2,orthogonal,2,size,size,8,14.9375,1.3252
2,orthogonal,2,size,size,8,19.0625,1.5377
2,orthogonal,4,size,size,8,34.6875,2.2251
2,orthogonal,4,size,size,8,35.125,1.7501
2,orthogonal,4,size,size,8,34.375,2.5499
2,orthogonal,4,size,size,8,33.6875,2.1625
2,orthogonal,0.25,size,SF,4,4.4375,4.062
2,orthogonal,0.25,size,SF,4,4.5,3.962
2,orthogonal,0.25,size,SF,4,4.625,3.4872
2,orthogonal,0.25,size,SF,4,4,3.4996
2,orthogonal,0.5,size,SF,4,4,1.9893
2,orthogonal,0.5,size,SF,4,4.375,1.8751
2,orthogonal,0.5,size,SF,4,5.5625,2.225
2,orthogonal,0.5,size,SF,4,4.625,1.9751
2,orthogonal,0.71,size,SF,4,4.4375,2.9998
2,orthogonal,0.71,size,SF,4,4.125,3.6621
2,orthogonal,0.71,size,SF,4,4.8125,2.175
2,orthogonal,0.71,size,SF,4,4.375,2.7999
2,orthogonal,1,size,SF,4,4,3.0248
2,orthogonal,1,size,SF,4,3.8125,3.2372
2,orthogonal,1,size,SF,4,5.3125,3.1373
2,orthogonal,1,size,SF,4,5.3125,4.5494
2,orthogonal,1.41,size,SF,4,4.8125,2.5874
2,orthogonal,1.41,size,SF,4,3.75,5.974
2,orthogonal,1.41,size,SF,4,4.8125,2.0001
2,orthogonal,1.41,size,SF,4,4.375,2.3125
2,orthogonal,2,size,SF,4,4.5625,2.5874
2,orthogonal,2,size,SF,4,4.625,1.7376
2,orthogonal,2,size,SF,4,4.625,3.7121
2,orthogonal,2,size,SF,4,4.5625,1.9751
2,orthogonal,4,size,SF,4,3.75,1.7252
2,orthogonal,4,size,SF,4,4.375,2.45
2,orthogonal,4,size,SF,4,6.8125,1.9501
2,orthogonal,4,size,SF,4,4.5,1.1253
2,orthogonal,0.25,size,SF,4,4.3125,2.4999
2,orthogonal,0.25,size,SF,4,4.0625,3.3747
2,orthogonal,0.25,size,SF,4,3.375,2.5999
2,orthogonal,0.25,size,SF,4,3.6875,1.6502
2,orthogonal,0.5,size,SF,4,3.6875,2.9498
2,orthogonal,0.5,size,SF,4,4.4375,3.1998
2,orthogonal,0.5,size,SF,4,3.8125,1.5502
2,orthogonal,0.5,size,SF,4,3.75,2.5249
2,orthogonal,0.71,size,SF,4,4.625,1.9626
2,orthogonal,0.71,size,SF,4,4.125,1.7626
2,orthogonal,0.71,size,SF,4,4.0625,1.2754
2,orthogonal,0.71,size,SF,4,4.5,1.6377
2,orthogonal,1,size,SF,4,4.0625,1.8251
2,orthogonal,1,size,SF,4,4.25,1.8626
2,orthogonal,1,size,SF,4,4.4375,2.475
2,orthogonal,1,size,SF,4,4.3125,2.1251
2,orthogonal,1.41,size,SF,4,4.1875,2.5802
2,orthogonal,1.41,size,SF,4,5.125,2.475
2,orthogonal,1.41,size,SF,4,3.9375,2.225
2,orthogonal,1.41,size,SF,4,4.3125,2.9873
2,orthogonal,2,size,SF,4,4.25,2.1
2,orthogonal,2,size,SF,4,3.625,3.7496
2,orthogonal,2,size,SF,4,5.125,2.8374
2,orthogonal,2,size,SF,4,4,2.15
2,orthogonal,4,size,SF,4,4.625,1.5752
2,orthogonal,4,size,SF,4,3.4375,5.5366
2,orthogonal,4,size,SF,4,4.3125,3.0998
2,orthogonal,4,size,SF,4,5.0625,3.3372
2,orthogonal,0.25,size,SF,8,9.5,1.5752
2,orthogonal,0.25,size,SF,8,9.0625,3.987
2,orthogonal,0.25,size,SF,8,10.125,2.1375
2,orthogonal,0.25,size,SF,8,8.8125,4.4619
2,orthogonal,0.5,size,SF,8,7.625,3.9131
2,orthogonal,0.5,size,SF,8,10.1875,1.7251
2,orthogonal,0.5,size,SF,8,9.8125,3.4997
2,orthogonal,0.5,size,SF,8,10.1875,1.8126
2,orthogonal,0.71,size,SF,8,9.125,4.3244
2,orthogonal,0.71,size,SF,8,9.5625,2.225
2,orthogonal,0.71,size,SF,8,10,2.175
2,orthogonal,0.71,size,SF,8,9.1875,1.9251
2,orthogonal,1,size,SF,8,8.75,5.0992
2,orthogonal,1,size,SF,8,8.6875,3.2123
2,orthogonal,1,size,SF,8,9.625,3.0873
2,orthogonal,1,size,SF,8,9.125,2.0626
2,orthogonal,1.41,size,SF,8,8.5625,2.9748
2,orthogonal,1.41,size,SF,8,9.6875,2.6124
2,orthogonal,1.41,size,SF,8,9.5625,2
2,orthogonal,1.41,size,SF,8,8.875,2.6749
2,orthogonal,2,size,SF,8,8.8125,2.1125
2,orthogonal,2,size,SF,8,9.875,2.8873
2,orthogonal,2,size,SF,8,9.4375,2.1126
2,orthogonal,2,size,SF,8,9.4375,2.0501
2,orthogonal,4,size,SF,8,7.9375,2.0626
2,orthogonal,4,size,SF,8,10.375,1.2378
2,orthogonal,4,size,SF,8,7.875,1.3502
2,orthogonal,4,size,SF,8,10,1.1253
2,orthogonal,0.25,size,SF,8,8.125,1.8501
2,orthogonal,0.25,size,SF,8,8.6875,1.6626
2,orthogonal,0.25,size,SF,8,7.6875,3.937
2,orthogonal,0.25,size,SF,8,7.25,3.2498
2,orthogonal,0.5,size,SF,8,9.75,1.8876
2,orthogonal,0.5,size,SF,8,8.9375,1.9376
2,orthogonal,0.5,size,SF,8,10.875,2.275
2,orthogonal,0.5,size,SF,8,9.25,2.9748
2,orthogonal,0.71,size,SF,8,9.375,3.5746
2,orthogonal,0.71,size,SF,8,11.25,2.1
2,orthogonal,0.71,size,SF,8,8.625,1.8001
2,orthogonal,0.71,size,SF,8,10.1875,2.3624
2,orthogonal,1,size,SF,8,7.875,2.3125
2,orthogonal,1,size,SF,8,10,2.7749
2,orthogonal,1,size,SF,8,10.3125,1.5503
2,orthogonal,1,size,SF,8,10.125,3.8247
2,orthogonal,1.41,size,SF,8,8.3125,3.1623
2,orthogonal,1.41,size,SF,8,9.4375,1.4877
2,orthogonal,1.41,size,SF,8,7.875,1.4127
2,orthogonal,1.41,size,SF,8,8.875,1.8999
2,orthogonal,2,size,SF,8,9.625,3.6246
2,orthogonal,2,size,SF,8,8.3125,1.6501
2,orthogonal,2,size,SF,8,8.4375,1.5751
2,orthogonal,2,size,SF,8,9.625,2.3501
2,orthogonal,4,size,SF,8,13.25,1.925
2,orthogonal,4,size,SF,8,11.1875,2.4624
2,orthogonal,4,size,SF,8,9.5625,2.2501
2,orthogonal,4,size,SF,8,9.625,2.5499
2,orthogonal,0.25,SF,size,4,5.4496,4.2703
2,orthogonal,0.25,SF,size,4,3.5855,11.3581
2,orthogonal,0.25,SF,size,4,3.4385,2.7927
2,orthogonal,0.25,SF,size,4,2.0806,4.0981
2,orthogonal,0.5,SF,size,4,3.1623,4.4579
2,orthogonal,0.5,SF,size,4,2.789,3.5304
2,orthogonal,0.5,SF,size,4,2.6747,2.911
2,orthogonal,0.5,SF,size,4,4.4203,5.3544
2,orthogonal,0.71,SF,size,4,5.2261,5.6901
2,orthogonal,0.71,SF,size,4,2.9083,4.6797
2,orthogonal,0.71,SF,size,4,4.4203,3.5851
2,orthogonal,0.71,SF,size,4,2.9083,2.4652
2,orthogonal,1,SF,size,4,5.6826,4.767
2,orthogonal,1,SF,size,4,3.2975,4.5934
2,orthogonal,1,SF,size,4,4.4203,3.9358
2,orthogonal,1,SF,size,4,5.2261,4.34
2,orthogonal,1.41,SF,size,4,5.0119,7.4735
2,orthogonal,1.41,SF,size,4,5.0119,3.5781
2,orthogonal,1.41,SF,size,4,4.6093,3.7768
2,orthogonal,1.41,SF,size,4,4.6093,2.8588
2,orthogonal,2,SF,size,4,4.2391,5.0088
2,orthogonal,2,SF,size,4,4.2391,5.3596
2,orthogonal,2,SF,size,4,5.0119,4.1054
2,orthogonal,2,SF,size,4,3.1623,3.3352
2,orthogonal,4,SF,size,4,5.0119,3.9532
2,orthogonal,4,SF,size,4,3.8986,2.1027
2,orthogonal,4,SF,size,4,4.0653,3.4854
2,orthogonal,4,SF,size,4,4.4203,4.8483
2,orthogonal,0.25,SF,size,4,3.1623,5.0467
2,orthogonal,0.25,SF,size,4,2.0806,5.2175
2,orthogonal,0.25,SF,size,4,5.2261,7.2568
2,orthogonal,0.25,SF,size,4,1.7598,3.6747
2,orthogonal,0.5,SF,size,4,2.2623,8.0282
2,orthogonal,0.5,SF,size,4,3.7388,5.3246
2,orthogonal,0.5,SF,size,4,2.9083,8.4216
2,orthogonal,0.5,SF,size,4,3.5855,2.6485
2,orthogonal,0.71,SF,size,4,3.2975,5.5967
2,orthogonal,0.71,SF,size,4,3.8986,5.1534
2,orthogonal,0.71,SF,size,4,4.6093,2.3959
2,orthogonal,0.71,SF,size,4,3.7388,2.9796
2,orthogonal,1,SF,size,4,2.789,3.3419
2,orthogonal,1,SF,size,4,4.8064,4.0326
2,orthogonal,1,SF,size,4,4.6093,4.3838
2,orthogonal,1,SF,size,4,3.4385,2.9338
2,orthogonal,1.41,SF,size,4,5.0119,5.4743
2,orthogonal,1.41,SF,size,4,4.0653,0.98453
2,orthogonal,1.41,SF,size,4,6.443,3.448
2,orthogonal,1.41,SF,size,4,3.7388,2.7803
2,orthogonal,2,SF,size,4,3.4385,4.1264
2,orthogonal,2,SF,size,4,2.789,3.4055
2,orthogonal,2,SF,size,4,5.0119,2.3698
2,orthogonal,2,SF,size,4,4.2391,2.711
2,orthogonal,4,SF,size,4,3.7388,2.8965
2,orthogonal,4,SF,size,4,2.0806,3.2766
2,orthogonal,4,SF,size,4,3.1623,3.04
2,orthogonal,4,SF,size,4,3.7388,3.561
2,orthogonal,0.25,SF,size,8,2.2623,3.8464
2,orthogonal,0.25,SF,size,8,2.4599,5.8016
2,orthogonal,0.25,SF,size,8,2.2623,1.9395
2,orthogonal,0.25,SF,size,8,1.7598,2.0236
2,orthogonal,0.5,SF,size,8,6.7185,4.1179
2,orthogonal,0.5,SF,size,8,2.9083,3.7611
2,orthogonal,0.5,SF,size,8,2.2623,3.9642
2,orthogonal,0.5,SF,size,8,5.0119,3.7642
2,orthogonal,0.71,SF,size,8,3.1623,4.9457
2,orthogonal,0.71,SF,size,8,2.359,4.0833
2,orthogonal,0.71,SF,size,8,3.0326,2.0061
2,orthogonal,0.71,SF,size,8,5.4496,3.0986
2,orthogonal,1,SF,size,8,2.789,4.8639
2,orthogonal,1,SF,size,8,4.6093,2.9542
2,orthogonal,1,SF,size,8,2.4599,2.578
2,orthogonal,1,SF,size,8,4.6093,3.2552
2,orthogonal,1.41,SF,size,8,4.2391,3.3934
2,orthogonal,1.41,SF,size,8,3.1623,2.749
2,orthogonal,1.41,SF,size,8,2.9083,2.6555
2,orthogonal,1.41,SF,size,8,3.5855,1.4308
2,orthogonal,2,SF,size,8,3.5855,2.4507
2,orthogonal,2,SF,size,8,3.5855,1.6396
2,orthogonal,2,SF,size,8,3.8986,3.853
2,orthogonal,2,SF,size,8,2.1695,3.0793
2,orthogonal,4,SF,size,8,3.8986,2.8205
2,orthogonal,4,SF,size,8,3.1623,3.1931
2,orthogonal,4,SF,size,8,2.9083,1.6499
2,orthogonal,4,SF,size,8,2.4599,3.5773
2,orthogonal,0.25,SF,size,8,3.2975,5.5118
2,orthogonal,0.25,SF,size,8,2.565,5.4057
2,orthogonal,0.25,SF,size,8,5.0119,3.1357
2,orthogonal,0.25,SF,size,8,3.4385,3.535
2,orthogonal,0.5,SF,size,8,4.2391,6.3154
2,orthogonal,0.5,SF,size,8,3.0326,2.8076
2,orthogonal,0.5,SF,size,8,2.0806,3.9461
2,orthogonal,0.5,SF,size,8,2.6747,2.6962
2,orthogonal,0.71,SF,size,8,5.0119,4.5056
2,orthogonal,0.71,SF,size,8,2.4599,5.3803
2,orthogonal,0.71,SF,size,8,3.5855,5.4952
2,orthogonal,0.71,SF,size,8,2.789,6.468
2,orthogonal,1,SF,size,8,5.6826,2.7938
2,orthogonal,1,SF,size,8,3.7388,3.3384
2,orthogonal,1,SF,size,8,3.8986,6.2234
2,orthogonal,1,SF,size,8,2.9083,3.0017
2,orthogonal,1.41,SF,size,8,3.4385,2.2542
2,orthogonal,1.41,SF,size,8,5.6826,4.5782
2,orthogonal,1.41,SF,size,8,3.5855,3.835
2,orthogonal,1.41,SF,size,8,2.6747,4.2341
2,orthogonal,2,SF,size,8,4.0653,3.7351
2,orthogonal,2,SF,size,8,4.6093,4.6094
2,orthogonal,2,SF,size,8,2.0806,3.3422
2,orthogonal,2,SF,size,8,5.0119,1.6037
2,orthogonal,4,SF,size,8,2.9083,3.4041
2,orthogonal,4,SF,size,8,3.5855,4.8346
2,orthogonal,4,SF,size,8,2.4599,3.1842
2,orthogonal,4,SF,size,8,3.2975,4.9096
2,orthogonal,0.25,SF,SF,4,0.79433,4.2629
2,orthogonal,0.25,SF,SF,4,1.1578,4.429
2,orthogonal,0.25,SF,SF,4,1.5521,4.4286
2,orthogonal,0.25,SF,SF,4,1.3127,4.7065
2,orthogonal,0.5,SF,SF,4,3.0326,3.7735
2,orthogonal,0.5,SF,SF,4,1.9135,5.079
2,orthogonal,0.5,SF,SF,4,1.9953,3.8812
2,orthogonal,0.5,SF,SF,4,1.6876,4.1453
2,orthogonal,0.71,SF,SF,4,3.4385,4.4115
2,orthogonal,0.71,SF,SF,4,2.359,2.996
2,orthogonal,0.71,SF,SF,4,1.6184,3.8418
2,orthogonal,0.71,SF,SF,4,1.9135,2.0305
2,orthogonal,1,SF,SF,4,3.0326,2.6546
2,orthogonal,1,SF,SF,4,4.8064,2.6232
2,orthogonal,1,SF,SF,4,4.2391,3.5815
2,orthogonal,1,SF,SF,4,3.8986,2.1834
2,orthogonal,1.41,SF,SF,4,4.0653,4.3872
2,orthogonal,1.41,SF,SF,4,6.1789,3.7733
2,orthogonal,1.41,SF,SF,4,8.2829,2.632
2,orthogonal,1.41,SF,SF,4,5.4496,4.1802
2,orthogonal,2,SF,SF,4,8.637,2.996
2,orthogonal,2,SF,SF,4,7.0057,3.9558
2,orthogonal,2,SF,SF,4,8.637,3.7815
2,orthogonal,2,SF,SF,4,11.1034,2.9776
2,orthogonal,4,SF,SF,4,16.8761,3.2989
2,orthogonal,4,SF,SF,4,12.0731,4.0136
2,orthogonal,4,SF,SF,4,9.3913,3.8656
2,orthogonal,4,SF,SF,4,19.1345,2.752
2,orthogonal,0.25,SF,SF,4,1.3127,3.8236
2,orthogonal,0.25,SF,SF,4,1.0212,2.11
2,orthogonal,0.25,SF,SF,4,1.0648,3.5403
2,orthogonal,0.25,SF,SF,4,1.1103,5.5533
2,orthogonal,0.5,SF,SF,4,1.9135,2.1013
2,orthogonal,0.5,SF,SF,4,1.6184,2.9047
2,orthogonal,0.5,SF,SF,4,1.5521,3.8886
2,orthogonal,0.5,SF,SF,4,2.6747,5.9582
2,orthogonal,0.71,SF,SF,4,3.8986,5.2909
2,orthogonal,0.71,SF,SF,4,2.0806,2.8873
2,orthogonal,0.71,SF,SF,4,3.5855,1.5416
2,orthogonal,0.71,SF,SF,4,3.4385,5.5196
2,orthogonal,1,SF,SF,4,2.565,4.3852
2,orthogonal,1,SF,SF,4,3.7388,3.5788
2,orthogonal,1,SF,SF,4,4.0653,1.4413
2,orthogonal,1,SF,SF,4,4.6093,3.9777
2,orthogonal,1.41,SF,SF,4,8.2829,3.3882
2,orthogonal,1.41,SF,SF,4,6.7185,1.8362
2,orthogonal,1.41,SF,SF,4,6.1789,3.0769
2,orthogonal,1.41,SF,SF,4,6.1789,4.9962
2,orthogonal,2,SF,SF,4,10.2115,10.6876
2,orthogonal,2,SF,SF,4,8.637,4.9086
2,orthogonal,2,SF,SF,4,7.3053,2.3848
2,orthogonal,2,SF,SF,4,7.6176,6.4045
2,orthogonal,4,SF,SF,4,18.35,1.2708
2,orthogonal,4,SF,SF,4,15.5206,3.3785
2,orthogonal,4,SF,SF,4,16.8761,3.6444
2,orthogonal,4,SF,SF,4,11.5781,3.9674
2,orthogonal,0.25,SF,SF,8,1.2589,5.9097
2,orthogonal,0.25,SF,SF,8,1.7598,4.4355
2,orthogonal,0.25,SF,SF,8,1.4274,4.4039
2,orthogonal,0.25,SF,SF,8,1.9135,5.2926
2,orthogonal,0.5,SF,SF,8,1.9953,5.6035
2,orthogonal,0.5,SF,SF,8,1.6876,1.4464
2,orthogonal,0.5,SF,SF,8,1.6184,2.1506
2,orthogonal,0.5,SF,SF,8,2.0806,3.523
2,orthogonal,0.71,SF,SF,8,2.6747,3.287
2,orthogonal,0.71,SF,SF,8,1.835,1.925
2,orthogonal,0.71,SF,SF,8,2.2623,2.6226
2,orthogonal,0.71,SF,SF,8,2.789,4.2477
2,orthogonal,1,SF,SF,8,2.565,3.7739
2,orthogonal,1,SF,SF,8,3.2975,5.2193
